entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
4658	Human	Plasmablasts	"CD20-, CD22-, CD38+, CD43+, CD86+"				Tissues	Nasal Biopsies	Rhinovirus infection	31940481	4	Cell Rep	8.11	"Markers were selected that distinguished plasmablasts (CD20 [low], CD22 [low], CD38 [high], CD43 [high], and CD86 [high]) from conventional B cells."	T-bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.	Eccles JD	2020.01	"NCT02111772, NCT01669603 , NCT02910401"	
4659	Human	Circulating RV-specific B cells	"CD19+, CD20+"				Tissues	Nasal Biopsies	Rhinovirus infection	31940481	4	Cell Rep	8.11	"Circulating RV-specific B cells (CD19+CD20+) isolated from a healthy uninfected subject (male, 33 years) "	T-bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.	Eccles JD	2020.01		
4660	Human	Tip cells	CXCR4				Tissues	Lung	Lung cancer	31935371	6	Cancer Cell	26.6	Figure 1.D	An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial cells Heterogeneity and Angiogenic Candidates.	Goveia J	2020.01	GSE77199	
4661	Human	Arterial cells	GJA5				Tissues	Lung	Lung cancer	31935371	6	Cancer Cell	26.6	Figure 1.D	An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial cells Heterogeneity and Angiogenic Candidates.	Goveia J	2020.01	GSE77199	
4662	Human	Veins	ACKR1				Tissues	Lung	Lung cancer	31935371	6	Cancer Cell	26.6	Figure 1.D	An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial cells Heterogeneity and Angiogenic Candidates.	Goveia J	2020.01	GSE77199	
4663	Human	Capillaries	CA4				Tissues	Lung	Lung cancer	31935371	6	Cancer Cell	26.6	Figure 1.D	An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial cells Heterogeneity and Angiogenic Candidates.	Goveia J	2020.01	GSE77199	
4664	Human	Lymphocytes	PROX1				Tissues	Lung	Lung cancer	31935371	6	Cancer Cell	26.6	Figure 1.D	An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial cells Heterogeneity and Angiogenic Candidates.	Goveia J	2020.01	GSE77199	
4665	Human	Fibroblasts	"VIM, S100A4, FBN1, COL1A1"				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"Identification of FB clusters by commonly used FB markers, such as vimentin (VIM), S100 calcium binding protein A4 (S100A4) or fibrillin 1 (FBN1) failed, as they were either also detected in several other cell clusters or did not cover all FB subsets"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4666	Human	T cells	PTPRC				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4667	Human	Dendritic cells	"PTPRC, AIF1"				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4668	Human	EC	SELE				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4669	Human	KC	"KRT1, KRT14, "				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4670	Human	Smooth muscle cells (SMCs)	ACTA2				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4671	Human	PC	RGS5				Tissues	Skin	Normal (female)	31930613	7	FASEB J	4.97	"After t-SNE-clustering based on principal component analysis, we were able to discriminate between 18 different cell populations in the Human skin, including T-cells (TC), dendritic cells (DC), macrophages (Mac), Langerhans cells (LC), mast cells (MC), Endothelial cellss (EC), lymphatic EC (LEC), pericytes (PC), smooth muscle cells (SMC), four distinct keratinocyte (KC), and six different FB populations (Figure 1A). All clusters were confirmed by visualization of marker gene expressions (Figure 1B)"	Deciphering the functional heterogeneity of skin fibroblasts using single-cell RNA sequencing.	Vorstandlechner V	2020.3		
4680	Human	B cells	"MS4A1, TCL1A, FCRL1"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4681	Human	Myloid cells	"S100A8, LYZ, AIF1"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4682	Human	T cells	"CD3D, IL7R, LTB"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4683	Human	Smooth muscle cells (SMCs)	"PERGL, MYH11, PLN"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4684	Human	PCV Endothelial cells	"DARC, CCL14, PLVAP"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4685	Human	Natural killer (NK) cells	"CCL4, NKG7, GNLY"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4686	Human	PRG4pos FAP cells	"FBN1, PRG4, PCOLCE2"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4687	Human	Pericytes	"RGS5, NDUFA4L2, HIGD1B"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4688	Human	Satellite cells	"APOC1, APOE, MYF5"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4689	Human	Endothelial cells	"FABP4, IFI27, VWF"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	Figure 2C	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4690	Human	Fibro/adipogenic progenitors (FAPs)	"PDGFRA, CD343"				Tissues	Skeletal muscle tissue	Normal	31937892	11	Sci Rep	4	We identify two FAP cell clusters that both express the canonical FAP cell markers PDGFRA and CD343	Single-cell transcriptional profiles in Human skeletal muscle.	Rubenstein AB	2020.01	GSE130646	
4691	Human	T cells (abT)	"CD3E, LCK, TRAC, TRAJ16"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
4692	Human	CD4 T cells	"IL7R, CD4"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
4693	Human	activated CD8 T cells	"CD8a, CD8B, CCL5"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
4694	Human	Nonactivated CD8+ T cells	"CD8na;CD8B, CCR7"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
4695	Human	regulatory T cells (Tregs)	"FOXP3, CTLA4"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
4696	Human	gamma delta T cells	TRDC				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Multiple sclerosis	31937773	18	Nat Commun	12.12	"we identified ¦Á¦Â T cells (CD3E, LCK, TRAC, and TRAJ16) subsetting into CD4+ T cells(IL7R and CD4), activated CD8+ T cells (CD8a; CD8B and CCL5), nonactivated CD8+ T cells (CD8na; CD8B and CCR7), regulatory T cells (FOXP3 and CTLA4), and a small cluster of ¦Ã¦Ä T cells (TRDC). Two natural killer (NK) cell clusters (GNLY and NKG7) most likely represented the more cytotoxic and mature CD56dim (NK1; FCGR3A/CD16 and PRF1), and more naive CD56bright (NK2; SELL/CD62L and XCL1) subsets. Three B lineage clusters (CD74, CD79A, and IGH gene family) corresponded to naive B cells (B1; CD37 and IGHD), activated B cells (B2; CD27 and IGHM), and plasma blasts (plasma; IGHG, CD38, and TNFRSF17/CD269; negative for MS4A1/CD20 and SDC1/CD138). Myeloid lineage cells (LYZ) separated into mDC type 1(mDC1; WDFY4, XCR1, and BATF3), mDC type 2 (mDC2;FCER1A, CD1C, and CLEC10A), and granulocytes (granulo;S100A8 and S100A9). Two additional monocyte cell clusters were mostly blood-derived (Mono1; FCGR3A/CD16) or CSF-derived (Mono2; CD14). Additional clusters represented plasmacytoid dendritic cells (pDC; TCF4/E2-2 and TNFRSF21/DR6) and megakaryocytes (MegaK; GNG11 and CLU)."	Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis.	Schafflick D	2020.01	GSE138266	
