entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
4494	Mouse	Epicardial cells	"1700112E06Rik, 9030624G23Rik, 9530026P05Rik, Abcb1b, Abi1, Adamtsl1, Adgrd1, Adk, Aebp1, Agap1, Aldh1a2, Ano1, Ano6, Ap4e1, Aqp1, Arhgap18, Arhgap29, Arhgef12, Arid4b, B4galt1, Bcam, Bicc1, Bicd1, Bmpr1a, Bnc2, Bsg, C3, Cacnb2, Cadm2, Cald1, Calr, Ccdc171, Cd200, Cd2ap, Cdh11, Cdon, Celf2, Cldn15, Clu, Cobl, Cobll1, Col1a2, Col3a1, Cpe, Crim1, Crip1, Ctdspl, Dab2, Dfna5, Dnajc1, Dpp4, Dync1i2, Efemp1, Efna5, Eif4a2, Eln, Ezr, Fbln1, Fhit, Flrt2, Fras1, Frmd4b, Fut8, Gas1, Gas6, Ghr, Gm20400, Gm42418, Gpc3, Gphn, Gpm6a, Gpx3, Gria3, Grip1, Gulp1, H2-K1, Hip1, Hpgd, Hsp90b1, Hspa5, Id3, Igf1r, Igfbp5, Igfbp6, Il1rapl1, Kank1, Kcnd2, Kcnq1ot1, Kif13a, Kiz, Laptm4a, Limch1, Loxl1, Ly6e, Magi3, Man1a, Map3k5, March3, Mast4, Meis1, Meis2, Mgp, Mgst1, Mid1, Mpp6, Msln, mt-Atp6, mt-Co1, mt-Co2, mt-Co3, mt-Cytb, mt-Nd1, mt-Nd2, mt-Nd4, Muc16, Myl6, Myo1d, Myocd, Nav2, Nedd4, Neo1, Nfia, Nkain4, Npas3, Npr3, Nr6a1, Oasl2, Parvb, Pawr, Pbx1, Pcdh15, Pcolce, Pde7b, Pdgfd, Pdia3, Pkhd1l1, Pkia, Plce1, Plscr4, Plxdc2, Plxna4, Prkg1, Ptgis, Ptpn13, Ptprd, Rabgap1l, Rarres2, Rbbp8, Rbfox1, Rbm28, Rbpms, Rnase4, Ror1, Rpl41, Rps19, Rspo1, S100a6, Scmh1, Sema3c, Sema3d, Serping1, Serpinh1, Shroom3, Sik2, Slc16a1, Slc2a13, Slc4a4, Slit3, Sntb2, Sox5, Sox6, Srgap2, Srsf5, Stat3, Stk39, Sugct, Sulf1, Syne2, Tbl1x, Tead1, Tenm3, Tgm2, Thsd4, Timp2, Tll1, Tmem108, Tmem135, Tmsb10, Tmtc1, Tmtc2, Tns3, Tspan5, Ube2h, Ube4b, Unc45b, Upk1b, Upk3b, Vps13a, Wdr17, Wls, Wt1, Wwc2, Wwox, Xkr4, Zbtb7c, Zcchc11, Zfand6, Zfp36l1, Zfp521"				Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4495	Mouse	Fibroblasts					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4496	Mouse	Fibroblasts					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4497	Mouse	Fibroblasts					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4498	Mouse	Granulocytes	"4933406I18Rik, Acaca, Acacb, Acsl1, Acss3, Acvr1c, Adipor2, Car3, Cdo1, Cfd, Chpt1, Cidec, Dbi, Ebf1, Efna5, Erbb4, Fabp4, Fam13a, Fry, G0s2, Ghr, Gm26917, Gphn, Ifi27, Immp2l, Lipe, Neat1, Negr1, Nfia, Nrg4, Pcx, Pde3b, Pik3r1, Plcb1, Plin1, Pnpla3, Pparg, Ppp2r5a, Prkar2b, Ptprd, Ralgapa2, Rgs7, Scd1, Sik2, Slc1a3, Slc1a5, Slc24a3, Slc27a1, Slc36a2, Tenm4, Thrb, Thrsp, Tmem120b, Txlng"				Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4499	Mouse	Immune cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4500	Mouse	Immune cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4501	Mouse	Immune cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4502	Mouse	Neuronal Like	"Abi1, Arhgap18, Bicc1, Bicd1, C3, Cdh11, Cdon, Celf2, Col3a1, Crip1, Dpp4, Efemp1, Efna5, Flrt2, Gpc3, Gpm6a, Igfbp5, Igfbp6, Il1rapl1, Kcnd2, Mast4, Muc16, Pbx1, Pcdh15, Pkhd1l1, Plce1, Plxna4, Ptprd, Rarres2, Rbfox1, Sema3d, Slit3, Sox6, Sugct, Sulf1, Syne2, Upk3b, Wdr17"				Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4503	Mouse	Pericytes	"9530026P05Rik, Abcc9, Adap2, Adap2os, Adgrl3, Airn, Akap13, Ano1, Apbb2, Arhgap26, Arhgap42, Arhgap6, Art3, Aspn, Cacna2d1, Cacnb4, Cald1, Chn1, Cobll1, Col4a1, Cped1, Creb3l2, Daam1, Dgkb, Dlc1, Dock6, Dtx3, Ebf1, Ebf2, Eif4g3, Epb41l2, Eps8, Farp1, Fermt2, Fry, Gab1, Gng11, Gpc6, Gpcpd1, Grk5, Grm7, Gucy1a2, Gucy1a3, Gucy1b3, Hecw2, Il34, Inpp4b, Itga1, Itpr1, Kcnj8, Lama2, Lhfp, Limd1, Lims1, Lin7a, Lpp, Lsamp, Mast4, Mdga2, Mef2c, Myh9, Myo1b, Nbeal1, Ndufa4l2, Nlk, Notch3, Nrxn1, Opcml, Oxr1, Pard3, Pde3a, Pde8b, Pdgfrb, Pdzd2, Pid1, Pik3r1, Plce1, Plcl1, Plxdc2, Ppfia2, Prickle2, Prkg1, Psd3, Pten, Ptpn9, Ptprk, Rapgef2, Raph1, Rasal2, Rbms1, Rbms3, Rbpms, Rerg, Rgs5, Ror1, Rora, Sema5a, Sept11, Sept4, Sept7, Serpini1, Sgip1, Slc12a2, Slc24a3, Sntb1, Sox5, Sparc, Ssh2, St5, Steap4, Tbc1d1, Tcf4, Tmod3, Trpc3, Tshz2, Utrn, Vtn, Zeb2, Zfpm2"				Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4504	Mouse	Microglia cells	"Cx3cr1, Tmem119"				Tissues	Brain	Alzheimer's disease	31902528	2	Neuron	14.42	"We found that they expressed microglial markers, such as Cx3cr1 and Tmem119, at much higher levels than macrophage markers (e.g., Itgal, F10, and Gda), suggesting they may also primarily be microglia and not infiltrated macrophages."	TREM2 Regulates Microglial Cholesterol Metabolism upon Chronic Phagocytic Challenge 	Alicia A Nugent	2020.3	GSE130627
4505	Mouse	Macrophages	"Itgal, F10, Gda"				Tissues	Brain	Alzheimer's disease	31902528	2	Neuron	14.42	"We found that they expressed microglial markers, such as Cx3cr1 and Tmem119, at much higher levels than macrophage markers (e.g., Itgal, F10, and Gda), suggesting they may also primarily be microglia and not infiltrated macrophages."	TREM2 Regulates Microglial Cholesterol Metabolism upon Chronic Phagocytic Challenge 	Alicia A Nugent	2020.3	GSE130627
4510	Mouse	Endothelial cells	"Pecam1, Tie1, Cdh5"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4511	Mouse	Schwann cells	"Sox10, Sox2, Plp1"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4512	Mouse	Immune cells	"Aif1, Tnfrsf11a, Tnfrsf13b"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4513	Mouse	Epithelial cells	"Krt5, Krt14, Krt10"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4514	Mouse	Mesenchymal cells	"Pdgfra, Pdgfrb, Prrx2"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4515	Mouse	Pericyte cells	"Myh11, Rgs5, Mylk, Pdgfrb"				Tissues	Digit tip	Regeneration	31902657	6	Dev Cell	10.09	"Clusters or cell types were identified based on the expression of the following marker genes (amongst others) as Schwann lineagecells -Sox10(SRY-box transcription factor 10), Sox2(SRY box transcription factor 2) andPlp1(Proteolipid protein 1); Endothelial cellss-Pecam1(Platelet and Endothelial cells adhesion molecule 1), Tie1(Tyrosine kinase with immunoglobulin like and EGF like domains 1)andCdh5(Cadherin 5); vascular smooth muscle/pericytes -Myh11(Myosin heavy chain 11), Rgs5(Regulator of G protein signalling5), Mylk(Myosin light chain kinase) andPdgfrb(Platelet derived growth factor receptor beta); mesenchymal cells"	Acquisition of a Unique Mesenchymal Precursor-like Blastema State Underlies Successful Adult Mammalian Digit Tip Regeneration 	Mekayla A Storer 	2020.2	GSE135985
4516	Mouse	Tuft cells	Rac2				Tissues	Intestinal	Small intestine mucositis	31900405	9	Mucosal Immunol	6.73	Rac2 was highly expressed in tuft cells which indicated that it was a good marker gene for thistype of cell.	Single-cell RNA sequencing analysis reveals alginate oligosaccharides preventing chemotherapy-induced mucositis 	Yong Zhao	2020.5	GSE131630
4517	Mouse	Proliferating or Stem cells	"Slc12a2, Olfm4"				Tissues	Intestinal	Small intestine mucositis	31900405	9	Mucosal Immunol	6.73	"these genes are known to be developmentally regulated through enterocyte maturation and differentiation, including proliferating or stem cell marker genes Slc12a2 and Olfm4, and enterocyte maturation marker genes vil1 and Myo1a (Fig. 4b, c)."	Single-cell RNA sequencing analysis reveals alginate oligosaccharides preventing chemotherapy-induced mucositis 	Yong Zhao	2020.5	GSE131630
